#,carat,cut,color,clarity,depth,table,price,x,y,z
53378,0.71,Ideal,I,SI1,61.9,56.0,2660,5.71,5.74,3.54
23980,2.1,Good,H,SI1,63.7,61.0,12121,8.1,8.07,5.15
29475,0.4,Premium,G,SI1,62.0,59.0,702,4.71,4.74,2.93
38019,0.39,Premium,G,VS2,60.4,61.0,1009,4.7,4.67,2.83
4585,0.95,Premium,H,SI2,58.8,60.0,3652,6.45,6.38,3.77
25104,1.59,Very Good,D,SI1,62.8,54.0,13631,7.43,7.48,4.68
48157,0.57,Very Good,E,VS1,62.9,56.0,1942,5.31,5.35,3.35
7752,1.02,Ideal,I,VS2,62.7,56.0,4281,6.37,6.43,4.01
35454,0.32,Ideal,E,VS2,62.2,55.0,900,4.38,4.36,2.72
18441,1.55,Premium,J,SI1,62.5,58.0,7502,7.36,7.4,4.61
35683,0.32,Premium,D,VVS1,62.0,60.0,910,4.37,4.4,2.72
42023,0.52,Very Good,F,SI1,63.7,58.0,1267,5.11,5.13,3.26
25963,2.01,Good,I,VS2,63.8,58.0,15147,7.82,7.89,5.01
15580,1.03,Ideal,D,SI1,61.9,57.0,6250,6.52,6.54,4.04
42649,0.4,Ideal,E,VVS1,61.5,56.0,1333,4.7,4.73,2.9
2425,0.92,Ideal,J,SI1,61.7,57.0,3181,6.21,6.26,3.85
16584,1.02,Very Good,G,VS1,62.4,58.0,6622,6.37,6.42,3.99
9292,1.12,Premium,F,SI2,60.5,59.0,4570,6.73,6.79,4.09
52617,0.71,Good,D,SI1,64.1,56.0,2547,5.63,5.6,3.6
8549,1.01,Good,H,SI1,63.1,60.0,4432,6.37,6.41,4.03
6836,1.01,Good,F,SI2,63.6,59.0,4121,6.34,6.37,4.04
40537,0.51,Ideal,G,SI2,62.1,56.0,1148,5.1,5.13,3.18
24413,2.05,Ideal,J,SI2,61.6,55.0,12654,8.18,8.11,5.02
44343,0.5,Very Good,G,VS1,63.2,59.0,1580,5.03,5.07,3.19
46290,0.71,Good,J,SI1,61.5,62.0,1755,5.61,5.66,3.47
1088,0.71,Very Good,D,VS1,62.9,57.0,2910,5.6,5.66,3.54
42599,0.5,Ideal,E,SI1,59.1,61.0,1331,5.16,5.19,3.06
16134,1.0,Very Good,G,VS2,62.4,58.0,6449,6.31,6.38,3.96
2744,0.65,Ideal,G,VVS1,61.9,56.0,3248,5.56,5.59,3.45
36808,0.3,Premium,G,IF,61.6,60.0,956,4.32,4.29,2.65
40514,0.4,Good,F,VVS1,63.3,57.0,1145,4.68,4.7,2.97
250,0.7,Ideal,E,SI1,61.6,56.0,2789,5.72,5.75,3.53
24865,1.52,Ideal,E,SI1,62.1,56.0,13280,7.35,7.38,4.57
40177,0.43,Ideal,G,VVS1,61.5,56.0,1118,4.87,4.89,3.0
10263,1.01,Ideal,E,SI2,61.2,54.0,4751,6.52,6.49,3.98
22110,1.87,Ideal,J,SI1,62.3,57.0,10137,7.88,7.82,4.89
5611,0.9,Very Good,E,SI2,59.4,58.0,3872,6.31,6.35,3.76
20758,1.51,Premium,I,VS2,62.3,60.0,8997,7.35,7.29,4.56
27350,1.07,Very Good,D,IF,59.0,59.0,17909,6.63,6.72,3.94
23766,2.04,Good,I,SI1,57.7,64.0,11820,8.39,8.31,4.82
1303,0.75,Ideal,D,SI1,62.3,57.0,2954,5.8,5.83,3.62
6351,0.91,Ideal,H,VS2,62.6,57.0,4033,6.2,6.23,3.89
50741,0.64,Very Good,D,VS2,62.2,58.0,2297,5.49,5.54,3.43
35639,0.3,Ideal,H,SI1,62.6,53.1,475,4.27,4.3,2.69
26291,2.02,Ideal,H,SI2,62.7,57.0,15785,8.05,8.0,5.03
14482,1.2,Premium,F,SI2,62.6,58.0,5846,6.79,6.73,4.23
44238,0.51,Ideal,H,VS1,61.8,57.0,1573,5.11,5.14,3.16
25451,1.51,Very Good,D,VS2,63.1,62.0,14205,7.24,7.22,4.56
15877,1.4,Ideal,J,SI1,62.1,57.0,6350,7.17,7.14,4.44
5798,0.91,Ideal,I,VS1,62.1,57.0,3906,6.2,6.23,3.86
15770,1.02,Ideal,F,VS2,61.5,57.0,6306,6.48,6.5,3.99
21545,1.06,Ideal,G,VVS2,61.4,56.0,9645,6.56,6.62,4.04
1052,0.39,Ideal,H,SI2,61.5,57.0,558,4.66,4.7,2.88
7337,0.85,Very Good,D,VS2,61.8,56.0,4211,6.06,6.08,3.75
38209,0.43,Premium,F,SI1,60.5,60.0,1016,4.88,4.84,2.94
28216,0.38,Very Good,G,SI1,62.4,59.0,666,4.59,4.64,2.88
43152,0.52,Ideal,G,SI1,61.3,55.0,1389,5.2,5.24,3.2
1069,0.31,Premium,I,VS2,59.9,60.0,558,4.44,4.41,2.65
32743,0.31,Premium,G,VS1,62.0,59.0,802,4.3,4.28,2.66
41024,0.5,Very Good,G,SI1,64.1,57.0,1187,5.04,5.07,3.24
8270,0.9,Very Good,D,SI1,61.5,58.0,4381,6.15,6.21,3.8
12994,1.02,Premium,F,SI1,62.3,58.0,5398,6.46,6.38,4.0
7038,0.59,Ideal,D,IF,60.7,58.0,4161,5.45,5.49,3.32
39081,0.38,Ideal,D,VVS2,60.3,57.0,1060,4.77,4.71,2.86
20825,1.1,Ideal,G,VVS2,61.6,56.0,9051,6.62,6.69,4.1
31950,0.3,Ideal,F,VS2,62.8,56.0,776,4.31,4.29,2.7
22533,1.86,Premium,G,SI2,62.5,60.0,10572,7.9,7.8,4.91
35599,0.31,Ideal,H,VVS1,62.2,56.0,907,4.37,4.34,2.71
16052,1.01,Good,G,VS1,63.2,61.0,6412,6.33,6.35,4.01
18219,1.0,Good,E,VS1,63.6,59.0,7392,6.35,6.32,4.03
31642,0.25,Ideal,H,VVS1,62.5,56.0,450,4.03,4.06,2.53
45321,0.32,Ideal,G,VS2,62.0,57.0,524,4.37,4.41,2.72
42612,0.32,Very Good,H,VS2,62.8,55.0,505,4.38,4.41,2.76
47595,0.53,Premium,D,VS2,62.4,59.0,1877,5.18,5.14,3.22
16814,1.01,Premium,F,VS2,61.6,59.0,6707,6.43,6.39,3.95
4883,0.71,Ideal,D,VS1,60.9,58.0,3716,5.72,5.78,3.5
2904,0.72,Ideal,E,VS1,61.9,55.0,3283,5.74,5.77,3.56
14962,1.21,Ideal,G,VS1,62.5,57.0,6025,6.77,6.7,4.21
10633,1.01,Very Good,E,SI1,63.2,59.0,4830,6.28,6.25,3.96
36068,0.4,Premium,D,SI1,60.3,62.0,924,4.75,4.7,2.85
40716,0.59,Very Good,H,SI2,60.3,56.0,1160,5.43,5.48,3.29
42928,0.57,Good,G,SI1,63.5,55.0,1364,5.28,5.3,3.36
41023,0.5,Very Good,G,SI1,63.3,59.0,1187,4.99,5.02,3.17
11411,1.01,Premium,H,VS1,60.9,62.0,5000,6.52,6.49,3.96
1853,0.72,Very Good,E,VS2,63.0,58.0,3065,5.69,5.73,3.6
3830,0.7,Ideal,E,VS1,62.1,56.0,3472,5.7,5.66,3.53
32396,0.31,Ideal,E,VVS2,62.4,53.0,791,4.33,4.35,2.71
32895,0.36,Premium,E,SI1,60.8,59.0,810,4.59,4.56,2.78
14053,0.31,Premium,G,VS2,61.2,59.0,605,4.4,4.36,2.68
29093,0.36,Premium,G,SI1,61.8,60.0,689,4.57,4.53,2.81
29809,0.3,Good,D,SI1,63.8,57.0,709,4.29,4.27,2.73
41686,0.5,Premium,E,SI2,61.4,58.0,1240,5.11,5.09,3.13
5926,0.92,Premium,E,SI2,62.1,58.0,3941,6.22,6.18,3.85
9246,1.01,Ideal,F,SI1,63.0,57.0,4559,6.39,6.34,4.01
15241,1.33,Ideal,J,VS1,61.3,57.0,6118,7.11,7.08,4.35
23274,1.5,Good,G,VS2,59.0,58.0,11294,7.41,7.45,4.38
10040,0.34,Premium,J,VS2,62.3,60.0,417,4.46,4.49,2.79
31435,0.3,Ideal,H,IF,62.1,57.0,764,4.29,4.31,2.67
36199,0.42,Ideal,F,SI1,61.5,55.0,931,4.82,4.84,2.97
53008,0.7,Premium,H,VVS2,61.0,57.0,2596,5.76,5.72,3.5
10663,0.9,Ideal,H,VVS2,62.0,57.0,4838,6.2,6.15,3.83
11735,1.04,Very Good,G,SI1,61.8,59.0,5070,6.49,6.55,4.03
41973,0.4,Ideal,D,VVS2,62.2,55.0,1263,4.72,4.74,2.94
29933,0.32,Ideal,D,SI1,61.2,56.0,714,4.45,4.47,2.73
49874,0.59,Ideal,D,VS1,60.9,56.0,2175,5.39,5.44,3.3
41697,0.54,Very Good,G,SI1,62.2,57.0,1241,5.17,5.22,3.23
31133,0.31,Ideal,E,VVS2,61.4,58.0,755,4.33,4.37,2.67
10134,0.97,Premium,D,SI1,62.0,60.0,4721,6.25,6.29,3.89
51213,0.71,Premium,F,SI1,62.2,58.0,2352,5.74,5.67,3.55
37307,0.31,Ideal,F,IF,62.1,56.0,979,4.33,4.36,2.7
1350,0.71,Ideal,E,VS1,62.1,53.0,2963,5.76,5.73,3.57
10467,1.1,Very Good,E,SI1,61.3,58.0,4791,6.64,6.71,4.09
49135,0.56,Ideal,D,VS2,61.9,57.0,2066,5.3,5.26,3.27
49955,0.3,Very Good,H,SI1,63.4,58.0,540,4.29,4.26,2.71
53295,0.3,Very Good,I,VVS1,60.5,60.0,552,4.32,4.34,2.62
8888,1.02,Very Good,H,SI1,63.5,55.0,4487,6.31,6.35,4.02
42317,0.41,Ideal,F,VVS1,60.7,56.0,1295,4.81,4.85,2.93
33,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
40725,0.53,Very Good,G,SI1,63.4,54.0,1161,5.09,5.13,3.24
36363,0.33,Ideal,F,VVS1,62.5,56.0,939,4.43,4.44,2.77
733,0.31,Ideal,I,VVS1,62.3,54.0,557,4.37,4.4,2.73
1201,0.8,Premium,H,VS1,62.0,60.0,2935,5.92,5.86,3.65
3502,0.74,Premium,E,VS1,61.1,58.0,3401,5.84,5.81,3.56
35394,0.41,Very Good,G,VS1,61.7,57.0,899,4.75,4.78,2.94
37756,0.38,Premium,F,VS1,62.4,59.0,998,4.63,4.57,2.87
37695,0.41,Premium,J,VVS1,60.1,58.0,994,4.83,4.79,2.89
13122,1.01,Premium,E,SI1,62.4,59.0,5430,6.38,6.35,3.97
18800,1.61,Very Good,J,SI1,61.7,60.0,7695,7.45,7.5,4.61
13108,1.02,Ideal,G,SI1,62.1,55.0,5426,6.46,6.49,4.02
5297,1.01,Premium,E,SI2,59.5,60.0,3801,6.59,6.53,3.9
9430,1.05,Ideal,F,SI2,60.9,56.0,4591,6.56,6.64,4.02
23161,1.76,Premium,J,VS1,62.0,58.0,11177,7.74,7.7,4.79
26992,2.05,Premium,E,SI2,59.7,59.0,17081,8.27,8.39,4.97
21280,1.06,Very Good,F,IF,60.6,56.0,9433,6.62,6.69,4.03
44941,0.62,Premium,F,SI1,61.3,60.0,1633,5.48,5.45,3.35
21122,1.54,Very Good,J,VS1,63.5,57.0,9285,7.27,7.37,4.65
31602,0.2,Premium,D,VS2,61.7,60.0,367,3.77,3.72,2.31
3467,0.85,Ideal,I,SI1,61.4,56.0,3392,6.06,6.12,3.74
33741,0.31,Ideal,D,VVS2,62.2,54.0,840,4.34,4.38,2.71
30012,0.42,Very Good,F,SI1,63.1,56.0,717,4.77,4.8,3.02
50672,0.34,Ideal,D,IF,62.1,57.0,2287,4.46,4.52,2.79
450,0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85
34299,0.4,Good,E,SI1,64.2,57.0,857,4.68,4.66,3.0
8867,0.92,Premium,E,SI1,62.1,58.0,4482,6.22,6.15,3.84
53114,0.7,Ideal,I,VS1,61.9,56.0,2616,5.69,5.72,3.53
8801,0.91,Fair,F,VS2,58.0,56.0,4474,6.34,6.41,3.7
49099,0.64,Good,F,VS2,59.3,60.7,2063,5.59,5.66,3.34
48173,0.54,Premium,I,VVS2,60.9,59.0,1944,5.28,5.26,3.21
37410,0.38,Ideal,I,VVS2,62.6,54.0,983,4.65,4.62,2.9
3629,0.76,Ideal,E,VS2,62.1,56.0,3431,5.83,5.87,3.63
29374,0.31,Premium,E,SI1,59.1,59.0,698,4.44,4.42,2.62
50742,0.71,Premium,F,SI1,60.4,58.0,2297,5.8,5.83,3.51
14651,1.0,Very Good,E,VS1,63.2,53.0,5914,6.4,6.33,4.02
7328,0.9,Premium,E,SI1,61.9,58.0,4209,6.17,6.1,3.8
41405,0.56,Ideal,J,VS2,62.0,56.0,1224,5.27,5.31,3.28
8001,1.01,Ideal,G,SI2,59.6,57.0,4327,6.59,6.54,3.91
45097,0.54,Ideal,I,IF,61.6,53.0,1647,5.26,5.3,3.25
42835,0.51,Ideal,E,SI1,61.5,54.0,1356,5.15,5.19,3.18
33549,0.35,Ideal,D,VS2,61.5,56.0,829,4.53,4.55,2.79
16918,1.24,Very Good,I,VS1,59.4,58.0,6754,7.04,7.09,4.2
34835,0.3,Premium,H,VVS1,61.3,61.0,878,4.29,4.26,2.62
5776,1.18,Fair,D,SI2,57.0,66.0,3899,6.96,6.91,3.98
444,0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55
44418,0.55,Very Good,E,SI1,58.5,65.0,1587,5.33,5.38,3.13
23441,1.53,Ideal,I,VS2,61.5,56.0,11434,7.39,7.44,4.55
4393,0.31,Ideal,D,SI1,62.6,56.0,571,4.33,4.36,2.72
52868,0.73,Ideal,E,SI2,61.2,54.0,2581,5.88,5.86,3.59
43261,0.3,Very Good,J,VS1,63.4,57.0,506,4.26,4.23,2.69
52900,0.78,Very Good,F,SI2,62.4,59.0,2586,5.86,5.91,3.67
38723,0.41,Premium,H,VVS1,60.4,58.0,1043,4.79,4.85,2.91
16551,1.02,Very Good,E,VS2,59.2,58.0,6612,6.52,6.58,3.88
34405,0.34,Ideal,H,IF,61.7,55.0,863,4.5,4.54,2.79
2691,0.84,Ideal,D,SI2,61.8,56.0,3246,6.04,6.06,3.74
17231,1.06,Ideal,G,VS2,61.9,54.0,6890,6.54,6.58,4.06
31340,0.37,Very Good,D,VS2,60.0,57.0,760,4.7,4.76,2.84
5041,0.3,Ideal,F,VS2,60.5,58.0,573,4.3,4.36,2.62
21062,1.5,Very Good,H,SI1,62.4,58.0,9237,7.29,7.26,4.54
38756,0.43,Ideal,H,SI1,61.5,57.0,1045,4.88,4.84,2.99
36967,0.41,Premium,G,VS1,62.7,57.0,961,4.77,4.74,2.98
6469,0.9,Very Good,E,SI1,62.2,60.0,4054,6.14,6.17,3.83
630,0.73,Very Good,D,SI1,63.9,57.0,2841,5.66,5.71,3.63
44338,0.33,Very Good,H,VS2,62.2,57.0,521,4.42,4.46,2.76
22352,0.31,Ideal,H,VS2,62.2,55.0,628,4.39,4.36,2.72
13201,1.08,Ideal,I,VS2,61.8,54.0,5455,6.6,6.57,4.07
15242,1.07,Very Good,E,VS2,62.5,57.0,6120,6.53,6.6,4.1
50110,0.71,Premium,G,SI2,62.1,58.0,2208,5.72,5.68,3.54
6783,0.82,Ideal,D,SI1,61.9,56.0,4113,5.99,6.02,3.72
9013,1.01,Premium,H,SI1,61.3,58.0,4513,6.47,6.39,3.94
19222,1.58,Premium,E,SI2,61.0,60.0,7963,7.54,7.51,4.59
46345,0.7,Ideal,E,SI1,62.3,56.0,1758,5.68,5.62,3.52
46304,0.3,Very Good,H,VS1,63.0,59.0,526,4.21,4.27,2.67
10898,1.21,Premium,I,VS2,62.6,59.0,4884,6.77,6.67,4.21
38909,0.33,Ideal,E,VVS1,61.5,57.0,1052,4.47,4.44,2.74
19980,1.51,Ideal,J,VS1,61.9,56.0,8524,7.41,7.35,4.57
48438,0.51,Ideal,G,VVS2,61.9,55.0,1974,5.19,5.15,3.2
32777,0.34,Premium,D,SI1,62.4,58.0,803,4.46,4.42,2.77
36357,0.34,Very Good,F,VVS1,61.0,56.0,939,4.52,4.53,2.76
16843,1.0,Premium,E,VS2,62.1,59.0,6720,6.38,6.34,3.95
2670,0.76,Very Good,F,VS2,62.5,58.0,3238,5.79,5.83,3.63
48229,0.57,Premium,E,VS2,61.4,58.0,1949,5.37,5.32,3.28
36052,0.31,Ideal,E,VVS1,61.0,57.0,924,4.33,4.36,2.65
47331,0.23,Very Good,F,VVS1,61.4,58.0,530,3.93,3.95,2.42
30604,0.3,Ideal,D,SI2,60.2,56.0,447,4.37,4.4,2.64
41039,0.41,Ideal,E,VVS2,62.0,56.0,1187,4.72,4.76,2.94
1126,0.72,Very Good,G,VS1,60.5,57.0,2919,5.8,5.83,3.52
46217,0.51,Very Good,G,VS1,62.4,60.0,1752,5.05,5.08,3.16
26323,2.03,Very Good,I,VS2,61.4,59.0,15826,8.06,8.12,4.97
3646,0.9,Premium,F,SI1,62.6,62.0,3437,6.13,6.11,3.83
21040,0.31,Very Good,H,VVS2,62.4,58.0,625,4.28,4.31,2.68
15420,1.01,Good,D,VS2,64.2,60.0,6176,6.35,6.32,4.07
30369,0.36,Ideal,I,VS1,62.1,56.0,729,4.59,4.55,2.84
35076,0.3,Very Good,F,IF,62.0,58.0,886,4.28,4.3,2.66
37845,0.33,Ideal,D,VS2,61.9,56.0,1002,4.44,4.42,2.74
1590,0.71,Very Good,E,VS1,63.4,58.0,3009,5.64,5.68,3.59
46200,0.84,Good,F,I1,60.8,64.0,1749,6.05,6.03,3.67
43319,0.51,Premium,E,SI1,61.2,61.0,1402,5.16,5.13,3.15
4837,0.9,Very Good,I,VS2,58.7,60.0,3709,6.28,6.35,3.71
9485,1.02,Very Good,H,VS2,63.3,55.0,4604,6.4,6.33,4.03
39516,0.32,Ideal,E,VVS2,61.6,57.0,1080,4.43,4.4,2.72
33634,0.37,Premium,E,SI1,59.3,58.0,833,4.75,4.73,2.81
11678,1.12,Premium,I,VS1,62.2,59.0,5058,6.66,6.59,4.12
3987,1.02,Premium,J,VS2,61.6,58.0,3513,6.4,6.35,3.93
42501,0.57,Premium,E,SI2,61.0,60.0,1320,5.36,5.32,3.26
22406,1.52,Good,H,VS2,63.3,57.0,10428,7.32,7.33,4.64
52795,0.7,Good,E,SI1,63.3,60.0,2569,5.56,5.59,3.53
19509,1.28,Premium,G,VS2,62.1,60.0,8139,6.95,6.89,4.3
11496,1.03,Ideal,H,SI1,59.8,57.0,5018,6.64,6.57,3.95
5258,1.14,Premium,J,SI1,62.4,59.0,3792,6.7,6.62,4.16
37038,0.38,Premium,H,VVS1,61.2,60.0,967,4.68,4.7,2.87
17168,1.01,Ideal,G,VS2,61.0,56.0,6855,6.46,6.49,3.95
46882,0.56,Ideal,H,VVS2,60.9,57.0,1814,5.38,5.33,3.26
20685,1.2,Premium,F,VS2,62.8,59.0,8964,6.78,6.69,4.23
49978,0.29,Very Good,G,VVS2,60.2,59.0,541,4.27,4.3,2.58
9471,1.0,Ideal,I,SI1,61.8,55.0,4602,6.41,6.44,3.97
15699,0.29,Ideal,H,IF,62.2,55.0,607,4.25,4.28,2.65
46694,0.56,Ideal,E,VS1,60.8,55.0,1791,5.37,5.32,3.25
32456,0.4,Premium,H,VS1,62.7,58.5,793,4.7,4.74,2.96
52453,0.59,Ideal,E,VVS2,61.0,58.0,2515,5.39,5.43,3.3
51419,0.72,Ideal,H,SI2,61.3,56.0,2372,5.75,5.77,3.53
7155,1.22,Good,G,SI2,64.0,61.0,4181,6.75,6.68,4.3
32052,0.32,Ideal,D,VS1,60.3,57.0,780,4.42,4.44,2.67
19540,1.0,Very Good,F,VVS2,63.2,56.0,8172,6.35,6.3,4.0
1954,0.7,Good,D,VS2,63.2,60.0,3087,5.56,5.61,3.53
35274,0.3,Premium,G,IF,60.2,58.0,895,4.35,4.39,2.63
12712,0.26,Ideal,D,VVS2,61.4,56.0,599,4.12,4.15,2.54
3180,0.91,Very Good,I,VS2,63.0,58.0,3340,6.07,6.15,3.85
30170,0.27,Very Good,D,VVS1,62.3,54.0,721,4.18,4.21,2.61
1563,0.92,Premium,D,SI2,60.2,61.0,3004,6.32,6.27,3.79
6566,0.9,Ideal,G,SI2,60.6,55.0,4077,6.27,6.33,3.82
8593,0.56,Very Good,D,IF,60.7,56.0,4440,5.34,5.36,3.25
31330,0.31,Ideal,F,VVS2,61.9,56.0,759,4.32,4.37,2.69
52642,0.24,Very Good,E,VVS2,62.9,59.0,552,3.97,4.01,2.51
37051,0.36,Very Good,E,VVS2,61.8,58.0,968,4.55,4.58,2.82
2994,0.9,Premium,G,SI2,61.1,58.0,3303,6.18,6.22,3.79
22550,1.5,Very Good,H,VS1,63.4,56.0,10584,7.29,7.25,4.61
5889,1.0,Ideal,J,SI1,59.2,62.0,3929,6.47,6.5,3.84
34711,0.37,Ideal,D,SI1,61.5,57.0,874,4.63,4.6,2.84
47467,0.5,Good,G,VVS2,63.6,57.0,1858,5.08,5.04,3.22
49764,0.53,Ideal,F,VVS2,61.9,56.0,2160,5.18,5.22,3.22
39193,0.4,Ideal,D,VS1,62.3,54.0,1064,4.7,4.74,2.94
33065,0.32,Ideal,H,IF,61.8,55.0,814,4.42,4.45,2.74
30475,0.31,Ideal,I,VVS1,62.0,54.0,732,4.37,4.34,2.7
6291,1.07,Ideal,G,SI2,61.1,57.0,4021,6.61,6.65,4.05
22624,1.63,Ideal,G,SI2,62.6,53.0,10680,7.55,7.49,4.71
25735,2.04,Premium,I,SI2,60.3,60.0,14660,8.26,8.19,4.96
17056,0.4,Ideal,J,SI1,61.4,55.0,612,4.75,4.8,2.93
52081,0.78,Ideal,J,VS2,62.3,55.0,2456,5.88,5.91,3.67
22807,1.53,Premium,G,SI1,58.4,59.0,10830,7.58,7.52,4.41
11254,1.01,Very Good,F,SI1,62.1,57.0,4969,6.41,6.48,4.0
47083,0.69,Premium,H,SI1,62.8,58.0,1822,5.65,5.62,3.54
2409,0.72,Ideal,D,VS2,62.1,57.0,3179,5.69,5.75,3.55
22004,1.31,Ideal,G,VS1,61.5,57.0,10071,7.06,7.02,4.33
12022,1.06,Premium,H,VS2,61.1,59.0,5152,6.58,6.51,4.0
26464,1.5,Premium,E,VS1,62.5,58.0,16023,7.21,7.28,4.53
40368,0.33,Ideal,E,VVS1,61.6,55.0,1130,4.44,4.46,2.74
21540,1.2,Ideal,F,VS1,62.0,55.0,9641,6.81,6.83,4.23
47681,0.51,Ideal,D,VS2,62.7,55.0,1882,5.12,5.09,3.2
33057,0.3,Ideal,F,VVS1,61.7,58.0,814,4.26,4.3,2.64
21224,1.2,Premium,F,VS1,61.6,61.0,9370,6.86,6.81,4.21
47962,0.51,Ideal,G,VVS1,62.7,54.0,1919,5.1,5.14,3.21
7867,1.0,Very Good,E,SI2,62.5,59.0,4308,6.31,6.37,3.96
52004,0.7,Premium,E,SI1,62.0,60.0,2444,5.72,5.67,3.53
15330,1.0,Premium,F,VS2,62.5,54.0,6154,6.33,6.3,3.95
5615,0.87,Premium,D,VS2,59.9,59.0,3873,6.2,6.16,3.7
36710,0.46,Ideal,F,SI1,62.5,56.0,953,4.92,4.94,3.08
1401,0.32,Ideal,G,VS1,61.8,55.0,559,4.42,4.45,2.74
11806,1.06,Very Good,E,SI1,61.4,58.0,5090,6.53,6.62,4.04
48320,0.23,Ideal,G,VVS1,61.9,58.0,536,3.93,3.96,2.44
10814,1.01,Fair,G,VS1,66.8,61.0,4864,6.15,6.06,4.08
24798,1.56,Premium,G,VS2,61.9,58.0,13178,7.4,7.44,4.59
31177,0.32,Ideal,D,VS1,61.4,56.0,756,4.42,4.47,2.73
28388,0.33,Premium,H,VS2,61.4,58.0,668,4.49,4.44,2.74
31252,0.34,Ideal,E,VS2,62.1,54.1,758,4.47,4.5,2.78
25548,1.51,Premium,G,VS1,62.6,60.0,14375,7.19,7.28,4.53
45644,0.25,Ideal,G,VVS2,61.5,56.0,525,4.06,4.08,2.5
14540,1.21,Very Good,H,SI1,63.1,60.0,5871,6.74,6.69,4.24
45206,0.51,Ideal,E,VS2,61.5,57.0,1656,5.09,5.12,3.14
14140,1.2,Ideal,I,VS2,62.3,57.0,5736,6.74,6.8,4.22
35830,0.41,Good,F,VVS1,63.9,56.0,915,4.71,4.74,3.02
3407,0.33,Good,D,SI1,63.1,55.0,567,4.42,4.46,2.8
2588,0.71,Very Good,E,VS2,60.7,58.0,3217,5.73,5.81,3.5
35723,0.3,Ideal,D,VS2,61.8,55.0,911,4.34,4.3,2.67
38107,0.36,Premium,E,VS2,62.3,58.0,1013,4.55,4.51,2.82
9614,1.0,Good,J,VVS1,63.5,59.0,4633,6.29,6.34,4.01
8806,1.01,Very Good,I,SI1,64.2,55.0,4475,6.28,6.34,4.05
52974,0.37,Ideal,H,SI1,60.9,57.0,552,4.63,4.67,2.83
286,0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62
16695,0.3,Very Good,H,SI1,62.6,58.0,421,4.22,4.28,2.66
9576,1.0,Premium,D,SI2,61.6,58.0,4626,6.45,6.37,3.95
20864,1.59,Premium,E,SI2,60.5,59.0,9082,7.59,7.55,4.58
49760,0.59,Ideal,G,VS2,61.7,55.0,2159,5.38,5.41,3.33
46564,0.53,Ideal,D,VS2,61.0,56.0,1783,5.29,5.26,3.22
47908,0.67,Premium,G,SI1,60.5,60.0,1914,5.69,5.65,3.43
10680,1.0,Very Good,H,VS2,63.0,59.0,4842,6.43,6.34,4.02
31467,0.34,Premium,I,VVS2,61.5,60.0,765,4.49,4.45,2.75
31951,0.28,Very Good,D,VS1,62.2,61.0,452,4.13,4.16,2.58
36882,0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72
41137,0.5,Very Good,G,SI1,62.8,61.0,1197,4.99,5.01,3.14
20059,0.31,Good,G,VS1,63.2,57.0,625,4.28,4.33,2.72
47712,0.51,Ideal,D,SI1,60.7,56.0,1884,5.18,5.2,3.15
23414,2.0,Very Good,J,SI1,61.9,59.0,11404,7.96,8.0,4.94
38734,0.4,Ideal,G,VVS1,62.4,54.0,1043,4.73,4.76,2.96
10372,1.01,Premium,F,SI1,62.2,58.0,4775,6.35,6.28,3.93
7226,1.04,Good,H,SI2,57.9,58.0,4193,6.72,6.68,3.88
3777,0.71,Very Good,F,VVS1,61.8,55.0,3461,5.71,5.77,3.55
22432,2.1,Ideal,I,SI2,63.0,56.0,10457,8.18,8.15,5.12
16253,1.01,Ideal,F,VS2,62.6,57.0,6501,6.39,6.43,4.01
24975,2.04,Premium,J,VS2,61.4,59.0,13477,8.04,8.14,4.97
19488,1.14,Ideal,G,VS1,61.8,55.0,8121,6.71,6.76,4.16
49622,0.32,Very Good,F,SI2,63.1,56.0,540,4.38,4.34,2.75
10754,1.01,Very Good,F,SI2,62.7,55.0,4853,6.32,6.4,3.99
20010,1.55,Ideal,J,VS1,60.4,57.0,8548,7.52,7.54,4.55
50525,0.71,Very Good,G,SI1,63.3,56.0,2274,5.66,5.69,3.59
25861,1.51,Very Good,G,VVS2,62.7,57.0,14938,7.33,7.38,4.61
36944,0.35,Ideal,J,VS1,61.5,56.0,478,4.56,4.58,2.81
37114,0.4,Ideal,I,VVS2,61.8,56.0,970,4.76,4.79,2.95
20321,1.51,Very Good,J,VS2,59.7,59.0,8735,7.51,7.47,4.47
35188,0.31,Ideal,G,IF,61.3,57.0,891,4.39,4.42,2.7
1183,0.9,Very Good,E,SI2,58.7,63.0,2930,6.23,6.2,3.65
44332,0.33,Premium,I,VS1,62.7,58.0,521,4.4,4.43,2.77
43990,0.21,Premium,E,SI2,61.9,56.0,394,3.84,3.82,2.37
9777,0.91,Premium,D,SI1,59.0,61.0,4663,6.35,6.29,3.73
2851,0.67,Ideal,G,IF,61.6,55.0,3271,5.61,5.65,3.47
24896,1.53,Ideal,E,SI1,61.2,58.0,13324,7.39,7.44,4.54
21258,1.32,Ideal,G,VS2,61.1,57.0,9408,7.07,7.13,4.34
49180,0.78,Premium,H,SI2,59.7,59.0,2074,6.03,5.97,3.58
